recipe_link,name,prep,cook,additional,total,servings,yield,ingredients,instructions,nutrition
https://www.allrecipes.com/recipe/49404/juiciest-hamburgers-ever/,Juiciest Hamburgers Ever Recipe,15 mins,10 mins,10 mins,35 mins,8,8 servings,"2 pounds ground beef, 1 egg, beaten, ¾ cup dry bread crumbs, 3 tablespoons evaporated milk, 2 tablespoons Worcestershire sauce, ⅛ teaspoon cayenne pepper, 2 cloves garlic, minced","Preheat a grill for high heat. Mix the ground beef, egg, bread crumbs, evaporated milk, Worcestershire sauce, cayenne pepper, and garlic in a large bowl using your hands. Form the mixture into 8 hamburger patties. Lightly oil the grill grate. Grill patties until browned and no longer pink, about 5 minutes per side.",288 calories; protein 21.5g; carbohydrates 9.1g; fat 17.8g; cholesterol 95.5mg; sodium 196.3mg.
https://www.allrecipes.com/recipe/158140/spaghetti-sauce-with-ground-beef/,Spaghetti Sauce with Ground Beef Recipe,10 mins,1 hr 5 mins,,1 hr 15 mins,8,8 servings,"1 pound ground beef, 1 medium onion, chopped, 4 cloves garlic, minced, 1 small green bell pepper, diced, 1 (28 ounce) can diced tomatoes, 1 (16 ounce) can tomato sauce, 1 (6 ounce) can tomato paste, 2 teaspoons dried oregano, 2 teaspoons dried basil, 1 teaspoon salt, ½ teaspoon ground black pepper","Combine ground beef, onion, garlic, and green pepper in a large saucepan over medium-high heat. Cook and stir until meat is browned and crumbly and vegetables are tender, 5 to 7 minutes. Drain grease. Stir diced tomatoes, tomato sauce, and tomato paste into the pan. Season with oregano, basil, salt, and pepper. Simmer spaghetti sauce for 1 hour, stirring occasionally.",185 calories; protein 12.4g; carbohydrates 15g; fat 9.3g; cholesterol 34.8mg; sodium 930.8mg.
https://www.allrecipes.com/recipe/214536/pad-see-ew-thai-noodles-with-beef-and-broccoli/,Pad See Ew (Thai Noodles with Beef and Broccoli) Recipe,15 mins,20 mins,,35 mins,8,8 servings,"1 (8 ounce) package wide rice noodles, 1 cup bite size broccoli pieces, 1 tablespoon vegetable oil, 1 teaspoon crushed garlic, ½ pound rib-eye steak, sliced thin, ½ cup water, 1 tablespoon cornstarch, 3 tablespoons oyster sauce, 3 tablespoons soy sauce, 1 tablespoon fish sauce, 1 tablespoon white sugar, 1 pinch salt and ground black pepper to taste, 1 egg","Place the dry rice noodles in a bowl, cover with hot water, and let soak until white and soft but not mushy, about 10 minutes. Drain and set aside. Bring a small pot of water to a boil; cook the broccoli in the boiling water until cooked and still firm, 5 to 7 minutes. Drain and set aside. Heat the oil in a skillet over medium heat; cook the garlic in the hot oil until fragrant, 3 to 5 minutes. Stir in the sliced steak; cover the skillet and cook until the meat is just turning from pink to grey, 5 to 7 minutes. Whisk the water and cornstarch together in a bowl; pour into the skillet along with the oyster sauce, soy sauce, fish sauce, and sugar. Add the rice noodles and broccoli and stir to mix evenly. Season with salt and pepper. Allow the mixture to simmer while you prepare the egg. Prepare a small skillet with cooking spray and heat over medium-low heat. Cook the egg in the prepared skillet until cooked through and the yolk is solid. Add the cooked egg to the other skillet and stir to incorporate. Serve hot.",185 calories; protein 5.8g; carbohydrates 27.4g; fat 5.5g; cholesterol 35.2mg; sodium 592.2mg.
https://www.allrecipes.com/recipe/58942/absolute-best-liver-and-onions/,Absolute Best Liver and Onions Recipe,20 mins,25 mins,,45 mins,4,4 servings,"2 pounds sliced beef liver, 1 ½ cups milk, or as needed, ¼ cup butter, divided, 2 large Vidalia onions, sliced into rings, 2 cups all-purpose flour, or as needed, salt and pepper to taste","Gently rinse liver slices under cold water, and place in a medium bowl. Pour in enough milk to cover. Let stand while preparing onions. (I like to soak up to an hour or two - whatever you have time for.) This step is SO important in taking the bitter taste of the liver out. Melt 2 tablespoons of butter in a large skillet over medium heat. Separate onion rings, and saute them in butter until soft. Remove onions, and melt remaining butter in the skillet. Season the flour with salt and pepper, and put it in a shallow dish or on a plate. Drain milk from liver, and coat slices in the flour mixture. When the butter has melted, turn the heat up to medium-high, and place the coated liver slices in the pan. Cook until nice and brown on the bottom. Turn, and cook on the other side until browned. Add onions, and reduce heat to medium. Cook a bit longer to taste. Our family prefers the liver to just barely retain a pinkness on the inside when you cut to check. Enjoy!",687 calories; protein 48.9g; carbohydrates 74.2g; fat 20.7g; cholesterol 577.9mg; sodium 308.7mg.
https://www.allrecipes.com/recipe/186691/lisas-favorite-carne-asada-marinade/,Lisa's Favorite Carne Asada Marinade Recipe,20 mins,10 mins,1 day 10 mins,1 day 40 mins,12,,"¾ cup orange juice, ½ cup lemon juice, ⅓ cup lime juice, 1 bunch fresh cilantro, chopped, ½ cup soy sauce, 4 cloves garlic, minced, 1 tablespoon chili powder, 1 tablespoon ground cumin, 1 tablespoon ground paprika, 1 tablespoon ground black pepper, 1 teaspoon finely chopped canned chipotle pepper, 1 teaspoon dried oregano, ½ cup olive oil, 3 pounds flank steak","Combine orange juice, lemon juice, and lime juice for marinade in a large glass or ceramic bowl. Add cilantro, soy sauce, garlic, chili powder, cumin, paprika, black pepper, chipotle pepper, and oregano; stir to combine. Slowly whisk in olive oil until well combined. Remove 1 cup of the marinade and place in a small bowl; cover with plastic wrap and refrigerate for use after the steak is cooked. Place steak between two sheets of heavy plastic (resealable freezer bags work well) on a solid, level surface. Firmly pound steak with the smooth side of a meat mallet to a thickness of 1/4 inch. After pounding, poke steak all over with a fork. Place steak in the marinade in the large bowl, cover, and marinate in the refrigerator for 24 hours. When ready to cook, preheat an outdoor grill for medium-high heat, and lightly oil the grate. Remove steak from the marinade and shake off excess. Discard the remaining marinade. Cook steak on the preheated grill to desired doneness, about 5 minutes per side for medium-rare. Remove steak from grill and slice across the grain. Place on a serving platter and pour the reserved, unused marinade over top. Serve immediately.",207 calories; protein 15g; carbohydrates 5.7g; fat 14g; cholesterol 25.3mg; sodium 640.4mg.
https://www.allrecipes.com/recipe/220854/chef-johns-italian-meatballs/,Chef John's Italian Meatballs Recipe,20 mins,35 mins,1 hr 20 mins,2 hrs 15 mins,30,30 meatballs,"⅓ cup plain bread crumbs, ½ cup milk, 2 tablespoons olive oil, 1 onion, diced, 1 pound ground beef, 1 pound ground pork, 2 eggs, ¼ bunch fresh parsley, chopped, 3 cloves garlic, crushed, 2 teaspoons salt, 1 teaspoon ground black pepper, ½ teaspoon red pepper flakes, 1 teaspoon dried Italian herb seasoning, 2 tablespoons grated Parmesan cheese","Cover a baking sheet with foil and spray lightly with cooking spray. Soak bread crumbs in milk in a small bowl for 20 minutes. Heat olive oil in a skillet over medium heat; stir in onion. Cook and stir until onion has softened and turned translucent, about 5 minutes. Reduce heat to low and continue cooking and stirring until onion is very tender, about 15 minutes more. Gently stir beef and pork together in a large bowl (do not overmix). Stir onions, bread crumb mixture, eggs, parsley, garlic, salt, black pepper, red pepper flakes, Italian herb seasoning, and Parmesan cheese into meat mixture with a rubber spatula until combined. Cover and refrigerate for about one hour. Preheat an oven to 425 degrees F (220 degrees C). Using wet hands, form meat mixture into balls about 1 1/2 inches in diameter. Arrange onto prepared baking sheet. Bake in the preheated oven until browned and cooked through, 15 to 20 minutes.",82 calories; protein 6.2g; carbohydrates 1.7g; fat 5.5g; cholesterol 32.3mg; sodium 192.1mg.
https://www.allrecipes.com/recipe/11758/baked-ziti-i/,Baked Ziti I Recipe,20 mins,35 mins,,55 mins,10,10 servings,"1 pound dry ziti pasta, 1 onion, chopped, 1 pound lean ground beef, 2 (26 ounce) jars spaghetti sauce, 6 ounces provolone cheese, sliced, 1 ½ cups sour cream, 6 ounces mozzarella cheese, shredded, 2 tablespoons grated Parmesan cheese","Bring a large pot of lightly salted water to a boil. Add ziti pasta, and cook until al dente, about 8 minutes; drain. In a large skillet, brown onion and ground beef over medium heat. Add spaghetti sauce, and simmer 15 minutes. Preheat the oven to 350 degrees F (175 degrees C). Butter a 9x13 inch baking dish. Layer as follows: 1/2 of the ziti, Provolone cheese, sour cream, 1/2 sauce mixture, remaining ziti, mozzarella cheese and remaining sauce mixture. Top with grated Parmesan cheese. Bake for 30 minutes in the preheated oven, or until cheeses are melted.",578 calories; protein 27.9g; carbohydrates 58.4g; fat 25.3g; cholesterol 71.3mg; sodium 913.6mg.
https://www.allrecipes.com/recipe/14685/slow-cooker-beef-stew-i/,Slow Cooker Beef Stew Recipe,20 mins,4 hrs,,4 hrs 20 mins,6,6 servings,"2 pounds beef stew meat, cut into 1-inch pieces, ¼ cup all-purpose flour, ½ teaspoon salt, ½ teaspoon ground black pepper, 1 ½ cups beef broth, 4 medium carrots, sliced, 3 medium potatoes, diced, 1 medium onion, chopped, 1 stalk celery, chopped, 1 teaspoon Worcestershire sauce, 1 teaspoon ground paprika, 1 clove garlic, minced, 1 large bay leaf","Place meat in slow cooker. Mix flour, salt, and pepper together in a small bowl. Pour over meat, and stir until meat is coated. Add beef broth, carrots, potatoes, onion, celery, Worcestershire sauce, paprika, garlic, and bay leave; stir to combine. Cover, and cook until beef is tender enough to cut with a spoon, on Low for 8 to 12 hours, or on High for 4 to 6 hours.",576 calories; protein 44.1g; carbohydrates 29.8g; fat 30.3g; cholesterol 131.5mg; sodium 541.5mg.
https://www.allrecipes.com/recipe/16311/simple-beef-stroganoff/,Simple Beef Stroganoff Recipe,5 mins,15 mins,,20 mins,4,,"1 (8 ounce) package egg noodles, 1 pound ground beef, 1 (10.5 ounce) can fat-free condensed cream of mushroom soup, 1 tablespoon garlic powder, ½ cup sour cream, salt and ground black pepper to taste","Saute ground beef in a large skillet over medium heat until browned and crumbly; 5 to 10 minutes. At the same time, fill a large pot with lightly salted water and bring to a rapid boil. Cook egg noodles at a boil until tender yet firm to the bite, 7 to 9 minutes. Drain and set aside. Drain and discard any fat from the cooked beef. Stir condensed soup and garlic powder into the beef. Simmer for 10 minutes, stirring occasionally. Remove beef from the heat. Add egg noodles and stir to combine. Stir in sour cream and season with salt and pepper.",679 calories; protein 28.7g; carbohydrates 48.2g; fat 40.5g; cholesterol 159.2mg; sodium 659.8mg.
https://www.allrecipes.com/recipe/262181/cast-iron-pan-seared-steak-oven-finished/,Cast Iron Pan-Seared Steak (Oven-Finished) Recipe,5 mins,13 mins,,1 hr 23 mins,2,2 steaks,"2 (6 ounce) beef top sirloin steaks, 2 cups orange juice, 1 cup apple cider vinegar, ½ cup Worcestershire sauce, 1 ½ tablespoons steak seasoning (such as Fiesta Brand® Uncle Chris'), or to taste, freshly ground black pepper to taste, 2 teaspoons olive oil, sea salt to taste","Place steaks side by side in large casserole dish. Add orange juice, cider vinegar, and Worcestershire sauce. Marinate, uncovered, in the refrigerator for 45 minutes. Preheat the oven to 425 degrees F (220 degrees C). Remove casserole dish from refrigerator. Cover steaks with plastic wrap and let allow to come to room temperature, at least 15 minutes. Place steaks on a clean work surface and generously rub with steak seasoning and black pepper. Heat olive oil in a cast-iron skillet over high heat. Cook steaks in the hot skillet until lightly browned on the bottom, 2 1/2 minutes. Flip and cook until browned on the other side and red in the center, about 2 minutes more. Transfer skillet with the steaks to the oven. Bake in the preheated oven until steaks are firm and reddish-pink to lightly pink in the center, 8 to 10 minutes. An instant-read thermometer inserted into the center should read from 130 degrees F (54 degrees C) to 140 degrees F (60 degrees C). Remove steaks from oven; season with salt. Let rest for 5 minutes before serving.",457 calories; protein 31.5g; carbohydrates 42.8g; fat 15.2g; cholesterol 73.4mg; sodium 2961.1mg.
https://www.allrecipes.com/recipe/14595/salisbury-steak/,Salisbury Steak Recipe,20 mins,20 mins,,40 mins,6,6 servings,"1 (10.5 ounce) can condensed French onion soup, 1 ½ pounds ground beef, ½ cup dry bread crumbs, 1 egg, ¼ teaspoon salt, ⅛ teaspoon ground black pepper, 1 tablespoon all-purpose flour, ¼ cup ketchup, ¼ cup water, 1 tablespoon Worcestershire sauce, ½ teaspoon mustard powder","In a large bowl, mix together 1/3 cup condensed French onion soup with ground beef, bread crumbs, egg, salt and black pepper. Shape into 6 oval patties. In a large skillet over medium-high heat, brown both sides of patties. Pour off excess fat. In a small bowl, blend flour and remaining soup until smooth. Mix in ketchup, water, Worcestershire sauce and mustard powder. Pour over meat in skillet. Cover, and cook for 20 minutes, stirring occasionally.",440 calories; protein 23g; carbohydrates 14.1g; fat 32.3g; cholesterol 127.5mg; sodium 818.3mg.
https://www.allrecipes.com/recipe/222582/baked-spaghetti/,Baked Spaghetti Recipe,25 mins,1 hr,,1 hr 25 mins,8,1 9x13-inch casserole,"1 (16 ounce) package spaghetti, 1 pound ground beef, 1 onion, chopped, 1 (32 ounce) jar meatless spaghetti sauce, ½ teaspoon seasoned salt, 2 eggs, ⅓ cup grated Parmesan cheese, 5 tablespoons butter, melted, 2 cups small curd cottage cheese, divided, 5 cups shredded mozzarella cheese, divided","Preheat the oven to 350 degrees F (175 degrees C). Lightly grease a 9x13-inch baking dish. Bring a large pot of lightly salted water to a boil. Cook spaghetti in boiling water, stirring occasionally, until tender but firm to the bite, about 12 minutes. Drain. Heat a large skillet over medium heat. Cook and stir beef and onion in the hot skillet until meat is browned and onion is soft and translucent, about 7 minutes. Drain excess oil from the pan. Stir in spaghetti sauce and seasoned salt. Whisk eggs, Parmesan, and butter in a large bowl. Add spaghetti and toss to coat. Place 1/2 of the spaghetti mixture in the prepared dish. Top with 1/2 of the cottage cheese, 2 cups mozzarella, and 1/2 of meat sauce. Repeat layers. Cover with aluminum foil. Bake in the preheated oven for 40 minutes. Remove the foil and sprinkle with remaining mozzarella. Continue to bake until cheese is melted and lightly browned, 20 to 25 minutes.",797 calories; protein 44.3g; carbohydrates 60.9g; fat 40.9g; cholesterol 126.1mg; sodium 1325.5mg.
https://www.allrecipes.com/recipe/100606/beef-bulgogi/,Beef Bulgogi Recipe,10 mins,5 mins,1 hr,1 hr 15 mins,4,4 servings,"5 tablespoons soy sauce, ¼ cup chopped green onion, 2 ½ tablespoons white sugar, 2 tablespoons minced garlic, 2 tablespoons sesame seeds, 2 tablespoons sesame oil, ½ teaspoon ground black pepper, 1 pound flank steak, thinly sliced","Whisk soy sauce, green onion, sugar, garlic, sesame seeds, sesame oil, and pepper together in a bowl. Place flank steak slices in a shallow dish. Pour marinade over top. Cover and refrigerate for at least 1 hour or overnight. Preheat an outdoor grill for high heat, and lightly oil the grate. Quickly grill flank steak slices on the preheated grill until slightly charred and cooked through, 1 to 2 minutes per side.",232 calories; protein 16.2g; carbohydrates 12.4g; fat 13.2g; cholesterol 27.2mg; sodium 1157.4mg.
